ID;NAME;EVA_ID
FED;Eddersheim;8001659
TED;Edelfingen;8001660
REK;Edenkoben;8001663
FGRF;Edermünde-Grifte;8002374
REH;Edesheim(Pfalz);8001665
SEE;Ediger-Eller;8001666
FEDI;Edingen(Wetzlar);8001668
DKR;Edle Krone;8011451
MEDL;Edling;8001669
UEFT;Effelder(Thür);8011453
FEF;Effolderbach;8001670
REF;Efringen-Kirchen;8001671
FEGB;Egelsbach;8001672
NEGE;Egersdorf;8001674
HEGT;Egestorf(Deister);8001675
MEGF;Eggenfelden;8001677
MEFM;Eggenfelden Mitte;8001676
REG;Eggenstein Bf;8007173
LEGD;Eggersdorf;8011455
WEGS;Eggesin;8011456
RUEG;Eggingen;8070866
MEGK;Egglkofen;8001678
MEGM;Eggmühl;8001679
NEO;Eggolsheim;8001680
MEGL;Eglharting;8001682
MELG;Egling;8001683
TEH;Ehingen(Donau);8001684
EELB;Ehlenbruch;8001686
HELH;Ehlershausen;8001687
TEHN;Ehningen(b Böblingen);8001689
KEHR;Ehr;8001690
SEG;Ehrang;8000370
SEGO;Ehrang Ort;8001688
FEGN;Ehringen;8001691
EERI;Ehringhausen(Kr Lippstadt);8001692
FEHR;Ehringshausen(Kr Wetzlar);8001694
FEHH;Ehringshausen(Oberhess);8001693
DEIB;Eibau;8010094
EEHS;Eichen(Kr Siegen);8001700
MEIC;Eichenau(Oberbay);8001702
HEBG;Eichenberg;8000090
FEIZ;Eichenzell;8001704
EEHG;Eichhagen;8001706
REM;Eicholzheim;8001707
MEB;Eichstätt Bahnhof;8001708
MEST;Eichstätt Stadt;8001709
LEST;Eichstedt(Altm);8011460
RE;Eichstetten am Kaiserstuhl;8007295
BEIW;Eichwalde;8080340
LEF;Eickendorf;8011462
LEG;Eilenburg;8010095
LEGO;Eilenburg Ost;8010161
KEIL;Eilendorf;8001712
LEI;Eilsleben(b Magdeburg);8010096
HEIV;Eilvese;8001713
REI;Eimeldingen;8001715
HEB;Einbeck Salzderhelden;8005264
AEF;Einfeld;8001718
SEI;Einöd(Saar);8000371
DED;Einsiedel;8011466
DEDH;Einsiedel Hp Gymnasium;8011464
SEF;Einsiedlerhof;8001720
UEI;Eisenach;8010097
UEIP;Eisenach Opelwerke Hp;8010105
UEIW;Eisenach West;8011468
MEZT;Eisenärzt;8001725
SEMA;Eisenbach-Matzenbach;8001727
REISO;Eisenberg(Pfalz);8001728
NEHM;Eisenheim;8070856
BEHS;Eisenhüttenstadt;8011471
EEFD;Eiserfeld(Sieg);8001729
UED;Eisfeld;8011472
LETM;Eisfelder Talmühle;8017007
TEF;Eislingen(Fils);8001731
REIW;Eiswoog;8001732
MEI;Eitensheim;8001734
KEIT;Eitorf;8001736
LELD;Elend;8017008
NELF;Elfershausen-Trimberg;8001742
UELG;Elgersburg;8011476
DLD;Ellefeld;8011477
TBME;Ellental;8001746
AELA;Ellerau;8007050
TELL;Ellhofen;8001747
NEL;Ellingen(Bay);8001749
UER;Ellrich;8011480
TEL;Ellwangen;8001751
MELZ;Ellzee;8001752
WELM;Elmenhorst;8011481
AEL;Elmshorn;8000092
TELP;Elpersheim;8001754
HELS;Elsfleth;8001760
BEZ;Elsholz;8011482
LEK;Elsnigk(Anh);8011484
BETN;Elstal;8080370
LELT;Elster(Elbe);8011486
UELB;Elsterberg;8011487
UELK;Elsterberg-Kunstseidenwerk;8011488
BEW;Elsterwerda;8010099
BEB;Elsterwerda-Biehla;8010100
NEF;Eltersdorf;8001762
FELT;Eltville;8001763
UEX;Elxleben;8011489
FELZ;Elz(Limburg/Lahn);8001764
FELS;Elz(Limburg/Lahn) Süd;8001765
RELZ;Elzach;8001766
HELZ;Elze(Han);8000093
HEA;Emden Außenhafen;8001767
HE;Emden Hbf;8001768
KEMM;Emmelshausen;8001770
REMM;Emmendingen;8001771
EEM;Emmerich;8001773
HEMK;Emmerke;8001775
HEMT;Emmerthal;8001777
HEMP;Empelde;8001781
EEMP;Empel-Rees;8001780
EEDT;Emsdetten;8001782
NEK;Emskirchen;8001783
TEN;Endersbach;8001785
REN;Endingen am Kaiserstuhl;8007285
TEND;Endingen(Württ);8029356
KENG;Engeln;8070368
LE  H;Engelsdorf;8011491
LEW;Engelsdorf Werkstätten;8011495
KENL;Engelskirchen;8001789
RENG;Engen;8001790
KENR;Engers;8000094
MEGH;Engertsham;8001792
TKL;Engstingen;8070456
TENG;Engstlatt;8001794
SENK;Enkenbach;8000372
EENP;Ennepetal;8001795
SEN;Ensdorf(Saar);8001799
FENS;Enspel;8001801
TENT;Entringen;8001802
TEZ;Enzberg;8001803
MENW;Enzisweiler;8001806
EEPE;Epe(Westf);8001808
REPF;Epfenhofen;8070369
SEP;Eppelborn;8001812
FEPP;Eppelsheim(Rheinhess);8001813
FER;Eppertshausen;8001814
REP;Eppingen;8000373
REPW;Eppingen West;8079077
FEP;Eppstein;8001815
FEPB;Eppstein-Bremthal;8001816
FERO;Erbach(Odenw);8001817
FERN;Erbach(Odenw) Nord;8001811
FERB;Erbach(Rheingau);8001818
TER;Erbach(Württ);8001820
LER;Erdeborn;8011496
MER;Erding;8001825
TERD;Erdmannhausen;8001827
DEA;Erdmannsdorf-Augustusburg;8011497
MEWG;Erdweg;8001829
KEST;Erftstadt;8003671
UE  P;Erfurt Hbf;8010101
UEN;Erfurt Nord;8010102
UEO;Erfurt Ost;8011500
UEBI;Erfurt-Bischleben;8011502
UEGI;Erfurt-Gispersleben;8011503
TEG;Ergenzingen;8001833
MERB;Ergoldsbach;8001835
EERG;Ergste;8001836
TEK;Eriskirch;8001838
KERZ;Erkelenz;8001839
NERK;Erkersreuth;8001840
BERK;Erkner;8013477
KER;Erkrath;8001841
KERN;Erkrath-Nord;8001842
DERA;Erla;8011505
DERB;Erlabrunn(Erzgeb);8011506
NER;Erlangen;8001844
NERS;Erlangen Paul-Gossen-Straße;8001846
NERB;Erlangen-Bruck;8001845
DER;Erlau(Sachs);8011507
NERL;Erlenbach(Main);8001848
EEK;Erndtebrück;8001851
MERG;Ernsgaden;8001853
FERH;Ernsthausen;8001854
UERN;Ernstthal am Rennsteig;8011512
KERP;Erpel(Rhein);8001858
RERO;Erpolzheim;8001860
TERS;Ersingen;8001861
TERW;Ersingen West;8079090
FEZS;Erzhausen;8001864
RERZ;Erzingen(Baden);8001865
TERZ;Erzingen(Württ);8029357
FES;Eschborn;8001870
FESS;Eschborn Süd;8001871
HESD;Eschede;8001872
RESN;Eschelbronn;8007443
TESU;Eschenau(b Heilbronn);8001874
NESU;Eschenau(Mittelfr);8001875
NESB;Eschenbach(b Markt Erlbach);8001877
MECH;Eschenlohe;8001880
NESD;Escherndorf;8070857
FEN;Eschhofen;8001883
FEG;Eschwege;8001884
FONH;Eschwege-Niederhone;8001895
KE;Eschweiler Hbf;8001886
KET;Eschweiler Talbahnhof;8001888
KEN;Eschweiler-Nothberg;8001889
KESJ;Eschweiler-St.Jöris;8001917
KWEI;Eschweiler-Weisweiler;8001893
KEW;Eschweiler-West;8001887
HESO;Esens(Ostfriesl);8001890
HEKP;Espelkamp;8001894
FMHF;Espenau-Mönchehof;8004060
EE;Essen Hbf;8000098
EESA;Essen Stadtwald;8001896
EESD;Essen Süd;8001897
EENW;Essen West;8001898
HESN;Essen(Oldb);8001899
EEAL;Essen-Altenessen;8001900
EEBE;Essen-Bergeborbeck;8001901
EEBB;Essen-Borbeck;8001902
EEBS;Essen-Borbeck Süd;8005031
EEDL;Essen-Dellwig;8001903
EEDO;Essen-Dellwig Ost;8001904
EEIB;Essen-Eiberg;8001905
EEFO;Essen-Frohnhausen;8001906
EEGE;Essen-Gerschede;8001907
EEHH;Essen-Holthausen;8006514
EEHT;Essen-Horst;8006194
EEHU;Essen-Hügel;8001908
EEKN;Essen-Kray Nord;8001910
EEKS;Essen-Kray Süd;8001911
EEKU;Essen-Kupferdreh;8001912
EEST;Essen-Steele;8000099
EESO;Essen-Steele Ost;8001913
EEUE;Essen-Überruhr;8001914
EEWD;Essen-Werden;8001915
EEKB;Essen-Zollverein Nord;8001909
NEN;Eßleben;8001919
TE;Esslingen(Neckar);8001920
TEME;Esslingen-Mettingen;8001921
TEZL;Esslingen-Zell;8006642
MESG;Esting;8001996
HETL;Etelsen;8001924
UEH;Ettenhausen;8011519
NET;Etterzhausen;8001925
RETT;Ettlingen Stadt;8007007
RETL;Ettlingen West;8001926
EEZB;Etzbach;8001928
NEW;Etzelwang;8001929
REZB;Etzenbach;8007334
NEZ;Etzenricht;8001932
RETZ;Etzenrot;8007008
UET;Etzleben;8011520
TEU;Eubigheim;8001933
NEU;Euerdorf;8001935
KEU;Euskirchen;8000100
KZU;Euskirchen Zuckerfabrik;8006673
KKRW;Euskirchen-Kreuzweingarten;8003440
KKUH;Euskirchen-Kuchenheim;8003462
KSTZ;Euskirchen-Stotzheim;8005748
AEU;Eutin;8001941
TET;Eutingen im Gäu;8000101
TEB;Eutingen(Baden);8001942
TEY;Eyach;8001946
HETR;Eystrup;8001949
FFAN;Fachingen(Lahn);8001950
DFBE;Fährbrücke;8011524
AFK;Fahrenkrug;8001953
RFN;Fahrnau;8001954
DFU;Falkenau(Sachs)Hp;8011528
DFUS;Falkenau(Sachs)Süd;8011529
LF;Falkenberg(Elster);8010103
WFBG;Falkenberg(Mark);8011531
WFAP;Falkenhagen Gewerbepark Prignitz;8017346
BFKS;Falkensee;8013479
DFA;Falkenstein(Vogtl);8010106
HF;Fallersleben;8001957
BFS;Fangschleuse;8011533
MFCH;Farchant;8001961
MFP;Fasanenpark;8001963
NFCH;Faulbach(Main);8001964
TFAU;Faurndau;8001965
TFV;Favoritepark;8001967
ABUF;Fehmarn-Burg;8001274
NFZ;Feilitzsch;8001969
MFA;Feldafing;8001970
RFB;Feldberg-Bärental;8001971
AFEB;Felde;8001977
EFEL;Feldhausen;8001972
MFK;Feldkirchen(b München);8001973
TFE;Fellbach;8001974
FABL;Felsberg-Altenbrunslar;8000520
FGEF;Felsberg-Gensungen;8002236
FWON;Felsberg-Wolfershausen;8006546
BFLZ;Ferch-Lienewitz;8013480
WFDF;Ferdinandshof;8011536
LFMW;Fermerswalde;8011537
EFER;Ferndorf(Siegen);8001976
NFT;Feucht;8001978
NFTO;Feucht Ost;8001988
NFTM;Feucht-Moosbach;8002520
MFWG;Feuchtwangen Bf;8070601
EFEU;Feudingen;8001980
TFI;Fichtenberg;8001982
TFIL;Filderstadt;8001984
FFI;Filsen;8001983
BFIH;Finkenheerd;8011540
BFIN;Finkenkrug;8011541
EFP;Finnentrop;8000102
MFNS;Finningerstraße;8001985
BFW;Finsterwalde(Niederlausitz);8011542
NFIH;Fischbach(Nürnberg);8001989
MFBU;Fischbachau;8001992
SFC;Fischbach-Camphausen;8001990
SFWB;Fischbach-Weierbach;8001991
MFN;Fischen;8001995
NFHA;Fischhaus;8070806
MFIN;Fischhausen-Neuhaus;8001998
NFD;Fladungen;8002001
LFG;Flechtingen;8011544
LFL;Fleetmark;8011545
RFL;Flehingen;8002005
AF;Flensburg;8000103
FFD;Flieden;8002010
AFT;Flintbek;8002011
MFLI;Flintsbach;8002012
DFL;Flöha;8010108
DFLP;Flöha-Plaue;8010128
RFLO;Flomersheim;8002014
FFH;Flörsheim(Main);8002013
DFM;Floßmühle;8011548
LFDE;Fohrde;8011550
SFOE;Föhren;8002018
RFCH;Forbach(Schwarzw);8002022
NFOE;Förbau;8002019
RFM;Forchheim(b Karlsruhe);8002023
NFO;Forchheim(Oberfr);8002024
LFD;Förderstedt;8011549
TFB;Fornsbach;8002026
BFO;Forst(Lausitz);8010111
KFOS;Forsthaus;8002027
MFOS;Forsting;8002028
NFH;Forth;8002029
UF;Förtha(Eisenach);8010110
NFDF;Förtschendorf;8002020
NFHB;Frahelsbruck;8007344
FFRK;Frankenberg(Eder);8000104
DFK;Frankenberg(Sachs);8011553
DFKS;Frankenberg(Sachs) Süd;8011554
FFRG;Frankenberg-Goßberg;8002033
FVI;Frankenberg-Viermünden;8006082
RFST;Frankenstein(Pfalz);8002036
DFRS;Frankenstein(Sachs);8011556
RFT;Frankenthal Hbf;8000332
RFTS;Frankenthal Süd;8002025
FSP;Frankfurt am Main - Stadion;8002040
FFT;Frankfurt Hbf (tief);8098105
FFLF;Frankfurt(M) Flughafen Fernbf;8070003
FFLU;Frankfurt(M) Flughafen Regionalbf;8070004
FFGA;Frankfurt(M)Galluswarte;8006690
FHAU;Frankfurt(M)Hauptwache;8006692
FKON;Frankfurt(M)Konstablerwache;8004429
FLBF;Frankfurt(M)Lokalbahnhof;8002038
FMUL;Frankfurt(M)Mühlberg;8002034
FOST;Frankfurt(M)Ostendstraße;8002058
FSTL;Frankfurt(M)Stresemannallee;8002059
FFTA;Frankfurt(M)Taunusanlage;8006691
FF;Frankfurt(Main)Hbf;8000105
FFME;Frankfurt(Main)Messe;8079632
FFO;Frankfurt(Main)Ost;8002039
FFS;Frankfurt(Main)Süd;8002041
FFW;Frankfurt(Main)West;8002042
BFP;Frankfurt(Oder);8010113
BFPN;Frankfurt(Oder)-Neuberesinchen;8011557
BFRS;Frankfurt(Oder)-Rosengarten;8011559
FFBK;Frankfurt-Berkersheim;8002043
FFES;Frankfurt-Eschersheim;8002045
FFBS;Frankfurt-Frankfurter Berg;8002044
FGM;Frankfurt-Griesheim;8002046
FHOE;Frankfurt-Höchst;8000106
FFAW;Frankfurt-Höchst Farbwerke;8002051
FLS;Frankfurt-Louisa;8002047
FFMK;Frankfurt-Mainkur;8002048
FFND;Frankfurt-Nied;8002049
FNI S;Frankfurt-Niederrad;8002050
FRH;Frankfurt-Rödelheim;8002052
FSIN;Frankfurt-Sindlingen;8002053
FSO;Frankfurt-Sossenheim;8002054
FULB;Frankfurt-Unterliederbach;8007158
FFZH;Frankfurt-Zeilsheim;8002055
LFA;Frankleben;8011560
RFS;Frauenalb-Schielberg;8007010
NFU;Frauenau;8002057
BFR;Frauenhain;8011563
KFKO;Frechen-Königsdorf;8002389
LFK;Freckleben;8011564
HFRE;Freden(Leine);8002063
BFD;Fredersdorf(b Berlin);8080440
TFG;Freiberg(Neckar);8002065
DFR;Freiberg(Sachs);8010115
RFK;Freiburg Klinikum;8002077
RFMU;Freiburg Messe/Uni;8000453
RFW;Freiburg West;8002066
RF;Freiburg(Breisgau) Hbf;8000107
RFHE;Freiburg-Herdern;8002067
RFLT;Freiburg-Littenweiler;8002068
RFSG;Freiburg-St Georgen;8002069
RFWI;Freiburg-Wiehre;8002070
RFZ;Freiburg-Zähringen;8002071
EFRE;Freienohl;8002073
UFO;Freienorla;8011567
MFHD;Freihalden;8002074
NFR;Freihöls;8002075
NFRE;Freihung;8002076
MFL;Freilassing;8000108
MFLH;Freilassing-Hofham;8002085
FFRH;Freimersheim(Rheinh);8000340
RFHM;Freinsheim;8000374
MFR;Freising;8002078
DFCO;Freital-Coßmannsdorf;8011568
DFD;Freital-Deuben;8011569
DFH;Freital-Hainsberg;8010116
DHGW;Freital-Hainsberg West;8011570
DPA;Freital-Potschappel;8013445
HFST;Frellstedt;8002080
AFF;Frelsdorf;8007804
MFRD;Fremdingen Bf;8070392
SFF;Fremersdorf;8002083
LFZ;Frenz;8011571
AFN;Fresenburg;8002086
WFD;Fretzdorf;8011572
NFM;Freudenberg-Kirschfurt;8002089
TFS;Freudenstadt Hbf;8000110
TFSI;Freudenstadt Industriegebiet;8002087
TFSZ;Freudenstadt Schulzentrum;8002090
TFSS;Freudenstadt Stadt;8002091
EFBU;Freusburg Siedlung;8002092
UFB B;Freyburg(Unstrut);8011573
NFY;Freyung Bf;8002094
TFKH;Frickenhausen;8007446
TFKHK;Frickenhausen Kelterstraße;8090022
FFRN;Frickhofen;8002095
TFD;Fridingen(b Tuttlingen);8002096
MFDF;Fridolfing;8002097
FGS;Friedberg Süd;8002105
MFDB;Friedberg(Augsburg);8002099
FFG;Friedberg(Hess);8000111
FFN;Friedelhausen;8002100
FFRD;Friedensdorf(Lahn);8002101
BFDF;Friedersdorf(Königs Wusterhausen);8011574
DFW;Friedewald(Kr Dresden) Bad;8011575
DFWH;Friedewald(Kr Dresden)Hp;8011576
HFRI;Friedland(Han);8002102
KFWH;Friedrich Wilhelmshütte;8002104
UFR;Friedrichroda;8011578
FFRI;Friedrichsdorf(Taunus);8002108
EFFD;Friedrichsfeld(Niederrhein);8002109
AFRG;Friedrichsgabe;8079024
TFFL;Friedrichshafen Flughafen;8002120
TFH;Friedrichshafen Hafen;8002110
TFLA;Friedrichshafen Landratsamt;8002122
TFOS;Friedrichshafen Ost;8002030
TF;Friedrichshafen Stadt;8000112
TFF;Friedrichshafen-Fischbach;8002111
TKLU;Friedrichshafen-Kluftern;8003345
TMAN;Friedrichshafen-Manzell;8003850
LFH;Friedrichshöhe;8017009
AFRD;Friedrichsruh;8002113
WFRR;Friedrichsruhe(Meck);8011582
KFGN;Friedrichssegen;8002114
AFD;Friedrichstadt;8002115
RFRT;Friedrichstal b Freudenstadt;8002126
RFTL;Friedrichstal(Baden);8002116
NFSB;Friedrichsthal(b Bayreuth);8002118
SFI;Friedrichsthal(Saar);8002117
SFIM;Friedrichsthal(Saar) Mitte;8002132
WFRK;Friesack(Mark);8011585
RFH;Friesenheim(Baden);8002123
KFRI;Frimmersdorf;8002127
FFZ;Fritzlar;8002129
LFB;Frohburg;8011588
EFRM;Frömern;8002130
TFR;Frommern;8002133
EFOE;Fröndenberg;8000113
FFRL;Fronhausen(Lahn);8002134
LFE;Frose;8010119
UFT;Fröttstädt;8010118
FFUR;Fürfurt;8002137
WF;Fürstenberg(Havel);8010399
NFUE;Fürsteneck;8070809
MFB;Fürstenfeldbruck;8002141
FFNW;Fürstenwald;8002145
BFUS;Fürstenwalde Süd;8011591
BFUW;Fürstenwalde(Spree);8010120
MFZL;Fürstenzell;8002146
NFWS;Fürth Westvorstadt;8002149
NF;Fürth(Bay)Hbf;8000114
RFUE;Fürth(Odenw);8002150
NFBB;Fürth-Burgfarrnbach;8002152
NFDB;Fürth-Dambach;8002153
NFUB;Fürth-Unterfarrnbach;8002154
NFUF;Fürth-Unterfürberg;8002155
MFSN;Füssen;8002156
RFTZ;Fützen;8070394
FFU;Fulda;8000115
FIH;Fuldatal-Ihringshausen;8003053
RFU;Furschenbach;8007005
NFW;Furth i Wald;8002159
MFU;Furth(b Deisenhofen);8002161
MGAL;Gablingen;8002162
WGA;Gadebusch;8011592
RGG;Gaggenau Bf;8002167
RDAI;Gaggenau Mercedes-Benz Werk;8006733
TGAW;Gaildorf West;8002168
MGH;Gaimersheim;8002171
MGAI;Gaißach;8002173
SGSZ;Galgenschanze;8002175
TGAM;Gamburg(Tauber);8002177
TGMT;Gammertingen;8007229
TGME;Gammertingen Europastraße;8070382
HGKE;Ganderkesee;8002179
UGSM;Gangloffsömmern;8011594
EGAR;Garbeck;8002180
FGA;Garbenteich;8002182
MGA;Garching(Alz);8002184
LGA;Gardelegen;8011596
AGD;Garding;8002185
WGFZ;Garftitz;8011597
MGP;Garmisch-Partenkirchen;8002187
MGPH;Garmisch-Partenkirchen Hausberg;8002188
MGS;Gars(Inn);8002189
TGT;Gärtringen;8002165
LGAL;Gatersleben;8011599
FGAL;Gau Algesheim;8000375
FGBM;Gau Bickelheim;8002191
TGRN;Gaubüttelbrunn;8002195
TGFD;Gäufelden;8002166
RGBA;Gausbach;8002197
TGSF;Gauselfingen;8007227
MGT;Gauting;8002198
UGBH;Gebra(Hainleite);8011602
HGEE;Geeste;8002203
AGTH;Geestenseth;8007805
LGG;Geestgottberg;8010121
UGB;Gehlberg;8011603
NGET;Geigant;8002205
KGKK;Geilenkirchen;8002206
KGEH;Geilhausen;8002207
MGLG;Geiselhöring;8002209
MGIB;Geisenbrunn;8002210
MGHS;Geisenhausen;8002211
FGSM;Geisenheim;8002212
DGEI;Geising;8011609
RGSN;Geisingen;8002214
RGA;Geisingen-Aulfingen;8002200
RGHA;Geisingen-Hausen;8002204
RGK;Geisingen-Kirchen;8002213
RGL;Geisingen-Leipferdingen;8002215
TG;Geislingen(Steige);8002218
TGW;Geislingen(Steige)West;8002217
MGEU;Geitau;8002220
LGH;Geithain;8010122
WGE;Gelbensande;8011611
KGE;Geldern;8002222
FGEL;Gelnhausen;8000117
EG;Gelsenkirchen Hbf;8000118
EGZO;Gelsenkirchen Zoo;8002223
EGBU;Gelsenkirchen-Buer Nord;8002224
EGBS;Gelsenkirchen-Buer Süd;8002225
EGHS;Gelsenkirchen-Hassel;8002226
EGRO;Gelsenkirchen-Rotthausen;8002227
MGE;Geltendorf;8000119
TGEM;Gemmingen;8002228
TGEW;Gemmingen West;8071001
NGM;Gemünden(Main);8000120
MGKG;Genderkingen;8002233
MGND;Gendorf;8002234
RGB;Gengenbach;8002235
SGN;Gennweiler;8002238
FGHO;Gensingen-Horrweiler;8000121
LGN;Genthin;8010123
NGE;Georgensgmünd;8002237
UG;Gera Hbf;8010125
UGOT;Gera Ost;8011617
UGS;Gera Süd;8010126
UGBG;Geraberg;8011624
TGES;Geradstetten;8002240
UGLB;Gera-Langenberg;8011619
UGLW;Gera-Liebschwitz;8011620
UGZ;Gera-Zwötzen;8011623
TGEH;Gerhausen;8002242
LGE;Gerichshain;8011626
TGLH;Gerlachsheim;8002243
MGLH;Gerlenhofen;8002244
MUG;Germering-Unterpfaffenhofen;8006006
RGE;Germersheim;8000376
RGEM;Germersheim Mitte/Rhein;8002239
RGES;Germersheim Süd/Nolte;8002241
MGLD;Gernlinden;8002247
LGDE;Gernrode(Harz);8010127
UNDO;Gernrode-Niederorschel;8012492
RGS;Gernsbach Bf;8002248
RGSD;Gernsbach Mitte;8002250
FGHM;Gernsheim;8002249
TGN;Geroldshausen;8002251
SGR;Gerolstein;8000123
DGD;Gersdorf(Görlitz);8011628
FGFD;Gersfeld(Rhön);8002254
TGSN;Gerstetten;8007075
MGHF;Gersthofen;8002256
UGT;Gerstungen;8011629
FGTB;Gertenbach;8002259
LGWS;Gerwisch;8011630
EGK;Geseke;8002262
MGHN;Gessertshausen;8002263
FGGB;Gettenau-Bingenheim;8002265
AGF;Gettorf;8002266
EGVH;Gevelsberg Hbf;8002267
KGVW;Gevelsberg West;8002268
KGVK;Gevelsberg-Kipp;8002509
EGVA;Gevelsberg-Knapp;8001943
TGB;Giengen(Brenz);8002272
LGI;Giersleben;8011632
FG;Gießen;8000124
FEKW;Gießen Erdkauter Weg;8001826
FLST;Gießen Licher Str;8003674
FGOG;Gießen Oswaldsgarten;8002269
HGI;Gifhorn;8000185
HGIS;Gifhorn Stadt;8002274
MGCH;Gilching-Argelsried;8002275
TGI;Gingen(Fils);8002278
FGIR;Girod;8002280
HGT;Gittelde/Bad Grund(Harz);8002281
EGBO;Gladbeck Ost;8002283
EGBW;Gladbeck West;8000125
EZK;Gladbeck-Zweckel;8002284
SGM;Glan-Münchweiler;8002286
NGLW;Glanzstoffwerke;8002287
DGHU;Glashütte(Sachs);8011636
DGLA;Glaubitz(Riesa);8011637
FGBG;Glauburg-Glauberg;8002288
FSTM;Glauburg-Stockheim;8000347
DGL;Glauchau(Sachs);8010129
DGLS;Glauchau-Schönbörnchen;8010130
KGL;Glesch;8002290
DGLO;Glossen (b Oschatz);8070199
WGF;Glöwen;8011641
UGL;Glückauf;8011643
AGST;Glückstadt;8002293
MGMD;Gmund(Tegernsee);8007631
LGND;Gnadau;8010084
AGNB;Gnarrenburg;8007114
AGNBN;Gnarrenburg Nord;8070036
WGNV;Gnevkow;8011646
FGOE;Göbelnrod;8002301
KGO;Goch;8002296
RGOM;Gochsheim(Baden);8007143
HGOH;Godelheim;8002299
RGOR;Godramstein;8002300
AGH;Göhrde;8002304
WGO;Göhren(Rügen);8011651
AGK;Gokels;8002319
LGM;Goldbeck(Osterburg);8011665
TGOL;Goldberg(Württ);8005201
HGOL;Goldenstedt(Oldb);8002320
FGDH;Goldhausen;8002321
TGL;Goldshöfe;8000380
FGLD;Göllheim-Dreisen;8070257
BGM;Gollmitz(Niederlausitz);8011667
BGOL;Golm;8013481
RGOE;Gölshausen;8002307
RGOI;Gölshausen Industriegebiet;8002306
BGO;Golßen(Niederlausitz);8011668
WGOL;Golzow(Eberswalde);8011671
BGZ;Golzow(Oderbruch);8011672
TGOM;Gomadingen;8070400
LGO;Gommern;8011673
RGOS;Gondelsheim Schloßstadion;8070011
RGO;Gondelsheim(Baden);8002326
TGO;Göppingen;8000127
LGOR;Görden;8011654
BGOR;Gorgast;8011674
DG;Görlitz;8010131
DGRA;Görlitz-Rauschwalde;8012869
DGWH;Görlitz-Weinhübel;8011656
UGSB;Görsbach;8011657
NGOE;Görschnitz;8002312
NGG;Gosberg;8002329
HGS;Goslar;8000130
DKH;Goßdorf-Kohlmühle;8011676
FGOF;Goßfelden;8002332
NGOD;Goßmannsdorf;8002333
DGZ;Gößnitz;8010134
UGO;Gotha;8010136
UGOS;Gotha Ost;8011678
RGH;Gottenheim;8002334
NGZ;Gotteszell;8002335
HG;Göttingen;8000128
RG;Gottmadingen;8002337
LGOE;Götz;8011662
WGM;Graal-Müritz;8012583
WGMW;Graal-Müritz Koppelweg;8012584
MGRL;Graben(Lechfeld)Gewerbepark;8002346
RGN;Graben-Neudorf;8000131
RGNN;Graben-Neudorf Nord;8002345
WGRB;Grabow(Meckl);8011681
MGFL;Gräfelfing;8002339
MGRA;Grafenaschau;8002343
NGFU;Grafenau;8002344
NGFG;Gräfenberg;8002340
NG;Gräfendorf;8002341
LG;Gräfenhainichen;8011683
UGD;Gräfenroda;8010137
UGTA;Gräfentonna;8011687
NGFW;Grafenwiesen;8007339
MGB;Grafing Bahnhof;8002347
MGRS;Grafing Stadt;8002348
NGFA;Grafling-Arzting;8002349
MGF;Grafrath;8002351
WGR;Grambow;8011689
WGRA;Gransee;8011691
DGFL;Grauschwitz Flocke;8070660
FGRK;Gräveneck;8002342
FGR;Grävenwiesbach;8000132
FGSN;Grebenstein;8002358
WGW;Greifswald;8010139
WGWS;Greifswald Süd;8011694
UGR;Greiz;8010140
UGRD;Greiz-Dölau;8011697
RGRZ;Grenzach;8002365
LGPN;Greppin;8011699
UGN;Greußen;8011700
EGRV;Greven;8002369
KGRB;Grevenbroich;8000133
WGV;Grevesmühlen;8010141
WGBN;Grieben(Meckl);8011702
LGB;Griebo;8011703
UGRI;Griefstedt;8084070
MGRI;Griesen(Oberbay);8017041
RGSS;Grießen(Baden);8002373
LGRI;Grimma ob Bf;8011705
WGI;Grimmen;8011707
UGM;Grimmenthal;8010142
DGO;Grobau;8011709
MGRZ;Gröbenzell;8002377
LGOH;Gröbers;8011711
DGT;Gröditz(Riesa);8011712
RGM;Grombach;8002380
EGRN;Gronau(Westf);8000382
MGDF;Gronsdorf;8002383
LGRL;Groß Ammensleben;8011714
WGB;Groß Brütz;8011718
LGDG;Groß Dalzig;8013447
HGDN;Groß Düngen;8002405
FGER;Groß Gerau;8000136
FDG;Groß Gerau-Dornberg;8002386
FDOH;Groß Gerau-Dornheim;8001511
FGKA;Groß Karben;8002388
WGKW;Groß Kiesow;8011723
BTPI;Groß Köris;8013109
LGZ;Groß Kreutz;8011725
WGLS;Groß Laasch;8011726
WGLI;Groß Lüsewitz;8011729
WGP;Groß Pankow;8011730
WGQ;Groß Quassow;8011731
FGRO;Groß Rohrheim;8002391
BGSK;Groß Schönebeck;8011734
WGS;Groß Schwaß;8011735
NGRS;Großarmschlag;8002399
FGAU;Großauheim(Kr Hanau);8002400
BGSBS;Großbeeren;8011740
DGR;Großbothen;8010144
KGBU;Großbüllesheim;8002402
HGBW;Großburgwedel;8002403
LGD;Großdeuben;8011745
FGRB;Großen Buseck;8002409
FGL;Großen Linden;8002410
AGSA;Großenaspe;8007060
AGRO;Großenbrode;8002411
UGG;Großengottern;8011746
DGC;Großenhain Cottb Bf;8011749
HGRK;Großenkneten;8002412
