ID;NAME;EVA_ID
RBRK;Birkenau;8000984
FBBH;Birkenbringhausen;8000985
TBIR;Birkenfeld(Enz);8000986
BBSH;Birkengrund;8080170
LBIM;Birkenmoor;8017003
BBIS;Birkenstein;8070002
BBI;Birkenwerder(b Berlin);8080190
UBKN;Birkungen;8010048
SBRB;Birresborn;8000989
DBH;Bischheim-Gersdorf;8011199
DBW;Bischofswerda;8010049
MBI;Bischofswiesen;8000997
RBIS;Bischweier;8000998
TBIS;Bisingen;8000999
HBSS;Bissendorf;8001000
SED;Bitburg-Erdorf;8001828
TBIT;Bittelbronn;8001002
LBT;Bitterfeld;8010050
TBIF;Bitzfeld;8001005
NBLA;Blaibach(Oberpf);8001003
MBLH;Blaichach(Allgäu);8001004
FBLK;Blankenbach;8007282
WBL;Blankenberg(Meckl);8010051
KBLB;Blankenberg(Sieg);8001006
LBK;Blankenburg(Harz);8013439
BBF;Blankenfelde(Teltow-Fläming);8010053
UBM;Blankenheim(Sangerhausen);8010054
KBLH;Blankenheim(Wald);8001008
RBAN;Blankenloch;8001009
WBLS;Blankensee(Meckl);8011205
UBN;Blankenstein(Saale);8011206
TBL;Blaubeuren;8001013
TBLF;Blaufelden;8001014
TBLS;Blaustein;8001015
UBHA;Blechhammer(Thür);8011208
RBLB;Bleibach;8001017
FBLH;Bleichenbach(Oberh);8001018
UBD;Bleicherode Ost;8010055
KBLE;Blens;8007827
SBKL;Blieskastel-Lautzkirchen;8001027
MBLM;Blindheim;8001028
LBD;Blönsdorf;8011210
BBLU;Blumberg(b Berlin);8011211
BAHH;Blumberg-Rehhahn;8011064
RRD;Blumberg-Riedöschingen;8001029
RZS;Blumberg-Zollhaus;8006669
DBLU;Blumenau;8011212
LBLG;Blumenberg;8010056
WBLK;Blumenhagen;8011213
EBKP;Blumenkamp;8001030
WBMT;Blumenthal(Mark);8011214
RBOB;Bobenheim;8001032
MBOB;Bobingen;8001033
TBB;Böbingen(Rems);8005979
WBO;Bobitz;8011215
TBO;Böblingen;8001055
TBO T;Böblingen Danziger Str;8085005
TBO H;Böblingen Heusteigstr;8085007
TBOS;Böblingen Südbf;8085006
TBO Z;Böblingen Zimmerschlag;8085008
NBOB;Böbrach;8070667
FBST;Bobstadt;8001034
EBCH;Bocholt;8000040
EBO;Bochum Hbf;8000041
EBOW;Bochum West;8006711
EBDA;Bochum-Dahlhausen;8001038
EBOE;Bochum-Ehrenfeld;8001039
EBOH;Bochum-Hamme;8006710
EBLA;Bochum-Langendreer;8000358
EBW;Bochum-Langendreer West;8004474
EBGZ;Bochum-Riemke;8001035
RBOK;Bockenheim-Kindenheim;8001043
TBCS;Böckingen Sonnenbrunnen;8070159
TBCW;Böckingen West;8070158
EBCK;Bockum-Hövel;8001045
MBOD;Bodelsberg;8001046
TBOD;Bodelshausen;8001047
HBBU;Bodenburg;8001048
HBOF;Bodenfelde;8001050
FBOD;Bodenheim;8000359
NBMA;Bodenmais;8001051
UBOD;Bodenrode;8011219
NBOE;Bodenwöhr Nord;8001054
RBGH;Bödigheim;8001056
NBO;Bogen;8001069
LBWE;Böhlen Werke;8011222
LBO;Böhlen(Leipzig);8013471
RBOE;Böhl-Iggelheim;8001057
NBHF;Böhmhof;8001058
HBOM;Bohmte;8001071
RBER;Böhringen-Rickelshausen;8001059
KBOI;Boisheim;8001072
WBZ;Boizenburg(Elbe);8011230
ABHT;Bokholt;8007067
WBOE;Bölzke;8011225
TBD;Bondorf(b Herrenberg);8001080
EBEO;Bönen;8001061
KBBS;Bonn Brühler Str.;8070741
KB;Bonn Hbf;8000044
KB  T;Bonn Hbf (tief);8098044
KBHH;Bonn Helmholtzstraße;8001081
KB  B;Bonn Heussallee/Museumsmeile;8070026
KB  A;Bonn Konrad-Adenauer-Platz;8070075
KB  H;Bonn Stadthaus;8070107
KBBG;Bonn-Bad Godesberg;8001082
KBBGS;Bonn-Bad Godesberg Stadthalle;8070231
KBB;Bonn-Beuel;8001083
KBD;Bonn-Duisdorf;8001084
KBEC;Bonn-Endenich Nord;8001088
ABNS;Bönningstedt;8007047
KBM;Bonn-Mehlem;8001085
KBO;Bonn-Oberkassel;8001086
KBO M;Bonn-Oberkassel Mitte;8070754
KBRF;Bonn-Ramersdorf;8070027
HBHB;Bookholzberg;8001089
ABOS;Boostedt;8007061
TBP;Bopfingen;8001090
KBOP;Boppard Hbf;8000045
KBPS;Boppard Süd;8000324
KSAL;Boppard-Bad Salzig;8000742
KBZ;Boppard-Buchholz;8001235
KFLH;Boppard-Fleckertshöhe;8002004
KHIR;Boppard-Hirzenach;8002861
ABRD;Bordesholm;8001092
EBOR;Borgeln;8001093
EBHS;Borgholzhausen;8001095
BBOR;Borgsdorf;8080200
EBOK;Bork(Westf);8001097
FBOK;Borken(Hess);8001098
EBK;Borken(Westf);8000346
BBK;Borkheide;8011238
LBL;Borna(Leipzig);8011242
LBOK;Börnecke(Harz);8011226
FBO;Borsdorf(Hess);8001104
LBOR;Borsdorf(Sachs);8010059
HBSM;Börßum;8001063
LBOE;Bösdorf(Sachs-Anh);8011228
EBSL;Bösensell;8001065
EBSP;Bösperde;8001066
EBTHP;Bottrop Hbf;8000047
EBTB;Bottrop-Boy;8001107
EBTV;Bottrop-Vonderort;8001108
RBTZ;Bötzingen;8007296
RBTU;Bötzingen Mühle;8007297
SBO;Bous(Saar);8001110
TBOX;Boxberg-Wölchingen;8001111
EBRB;Brachbach;8001112
KBRC;Brachelen;8001113
EBWE;Brackwede;8000048
WBRH;Brahlstorf;8011248
HBKE;Brake (Unterweser);8001120
EBRA;Brake(b Bielefeld);8001118
HBKH;Brakel(Höxter);8001121
HBRM;Bramsche;8001122
HBRA;Bramstedt(b Syke);8001123
BBRA;Brand(Niederlausitz);8011250
LBA;Brandenburg Altstadt;8011252
LB;Brandenburg Hbf;8010060
FBRD;Brandoberndorf;8001126
MBB;Brannenburg;8001129
KBRB;Braubach;8001130
RBRN;Bräunlingen Bahnhof;8001119
RBRI;Bräunlingen Industriegebiet;8070999
LBS;Braunsbedra;8011255
LBSO;Braunsbedra Ost;8011256
HBS;Braunschweig Hbf;8000049
HGLI;Braunschweig-Gliesmarode;8001134
DBDL;Braunsdorf-Lichtenwalde;8011257
WBDN;Breddin;8011258
EBDL;Bredelar;8001137
ABRB;Bredenbek;8001136
ABST;Bredstedt;8001139
LBN;Brehna;8011260
RBRS;Breisach;8001143
DBRE;Breitenbrunn(Erzg);8011263
MBRN;Breitenbrunn(Schwab);8001147
NBRE;Breitendiel;8001148
DBTD;Breitendorf;8011264
NBG;Breitengüßbach;8001149
KBRS;Breitscheidt(Altenkirchen, Ww);8001153
UBRT;Breitungen(Werra);8011265
HB;Bremen Hbf;8000050
HBKO;Bremen Kreinsloger;8007896
HBMU;Bremen Mühlenstraße;8007895
HBN;Bremen Neustadt;8001155
HBTU;Bremen Turnerstraße;8007897
HBRN;Bremen-Aumund;8007892
HBRB;Bremen-Blumenthal;8007894
HBB;Bremen-Burg;8001156
HBRF;Bremen-Farge;8007898
HBHM;Bremen-Hemelingen;8001157
HBL;Bremen-Lesum;8001159
HBM;Bremen-Mahndorf;8001160
HBON;Bremen-Oberneuland;8001161
HBOS;Bremen-Oslebshausen;8001162
HBSC;Bremen-Schönebeck;8001163
HBSB;Bremen-Sebaldsbrück;8001164
HBMG;Bremen-St Magnus;8001165
HBV;Bremen-Vegesack;8001166
HBWA;Bremen-Walle;8001167
HBH;Bremerhaven Hbf;8000051
HBHL;Bremerhaven-Lehe;8001168
HBWU;Bremerhaven-Wulsdorf;8001170
ABV;Bremervörde;8007800
KBK;Brenk;8071651
AAE;Brest-Aspe;8007841
UBZ;Breternitz;8011267
UBR;Bretleben;8010061
RBT;Bretten;8000053
RBTK;Bretten Kupferhälde;8070093
RBTN;Bretten Rechberg;8001138
RBTS;Bretten Schulzentrum;8001144
RBTM;Bretten Stadtmitte;8001152
RBTW;Bretten Wannenweg;8079060
RBTI;Bretten-Ruit;8001131
HBRT;Brettorf;8001176
SBRH;Bretzenheim(Nahe);8001177
TBZ;Bretzfeld;8001178
KBRY;Breyell;8001180
BBRI;Brieselang;8013472
BBSN;Briesen(Mark);8011269
RMBK;Brigachtal Kirchdorf;8003339
RKLN;Brigachtal Klengen;8003336
EBRS;Brilon Stadt;8001182
EBRW;Brilon Wald;8000054
WBR;Britz;8010064
LBRO;Brocken;8017004
HBRO;Brockhöfe;8001185
WBTF;Broderstorf;8011270
KBRO;Brohl;8001186
KBROB;Brohl(Brohltalbahn);8070338
ABRS;Brokstedt;8001190
TPB;Brötzingen Mitte;8004799
TPBS;Brötzingen Sandweg;8070274
TPBW;Brötzingen Wohnlichstraße;8070275
FBB;Bruchenbrücken;8001196
RBRH;Bruchhausen(b Ettlingen);8001198
FBK;Bruchköbel;8001199
SBUM;Bruchmühlbach-Miesau;8001200
HBUE;Bruchmühlen;8001201
RBR;Bruchsal;8000055
RBMT;Bruchsal Am Mantel;8001214
RBRZ;Bruchsal Bildungszentrum;8001197
RBRF;Bruchsal Schlachthof;8070009
RBRD;Bruchsal Schloßgarten;8085001
RBRP;Bruchsal Sportzentrum;8001212
RBRC;Bruchsal Stegwiesen;8085002
RBRE;Bruchsal Tunnelstr.;8070008
SBRW;Bruchweiler;8079080
MBR;Bruckberg;8001203
TBRU;Brucken;8001205
MBRM;Bruckmühl;8001207
BBRK;Brück(Mark);8011271
WBGE;Brügge(Prign);8011273
EBRU;Brügge(Westf);8001213
KBR P;Brühl;8001215
LBRP;Brunau-Packebusch;8011277
SBB;Bubach;8001221
KBUB;Bubenheim;8071229
NBTH;Bubenreuth;8001223
NBM;Buchbrunn-Mainstockheim;8001225
RBUO;Buchen Ost;8001226
RBUN;Buchen(Odenw);8001227
FBNU;Buchenau(Lahn);8001228
MBAU;Buchenau(Oberbay);8001229
MBHA;Buchenhain;8001231
WBUH;Buchenhorst;8011281
RBU;Buchholz (Baden);8001234
ABLZ;Buchholz(Nordheide);8000056
BBUZ;Buchholz(Zauche);8011282
MBU;Buchloe;8000057
BBUW;Buckow(Beeskow);8011284
WBHN;Buddenhagen;8011286
FBUD;Budenheim;8001237
ABCH;Büchen;8000058
NBUE;Büchenbach;8001242
FBDH;Büches-Düdelsheim;8001244
HBKB;Bückeburg;8001245
FBDG;Büdingen(Oberhess);8001250
FBDW;Büdingen(Westerw);8001249
RBUE;Bühl(Baden);8001252
LBZG;Bülzig;8011290
HBDE;Bünde(Westf);8000059
FBRG;Bürgeln;8001256
FBUE;Bürstadt;8000360
ABUS;Büsenbachtal;8001258
ABSM;Büsum;8001259
KBUT;Büttgen;8001261
WB;Bützow;8010066
UBF;Bufleben;8010067
RBGG;Buggingen;8001262
KBUH;Buir;8001264
EBUD;Buldern;8001266
SBY;Bullay(DB);8001267
SBTR;Bundenthal-Rumbach;8079087
SSHI;Burbach Mitte;8001302
EBUR;Burbach(Kr Siegen);8001268
WBSG;Burg Stargard(Meckl);8011293
FBUN;Burg(Dillkr) Nord;8001271
ABR;Burg(Dithm);8001273
LBU;Burg(Magdeburg);8011294
MBGU;Burgau(Schwab);8001276
NBUM;Burgbernheim;8001277
NBUW;Burgbernheim-Wildbad;8001278
KBGL;Burgbrohl;8070342
HBGD;Burgdorf;8001279
FBUH;Burghaun(Hünfeld);8001283
MBUH;Burghausen;8001284
MBGH;Burgheim;8001285
FBGH;Burgholzhausen v d H;8001287
LBGK;Burgkemnitz;8011296
MBGK;Burgkirchen;8001288
NBK;Burgkunstadt;8001289
NBUR;Burglauer;8001290
NBN;Burgsinn;8001293
DBU;Burgstädt;8011297
TBU;Burgstall(Murr);8001296
NBUT;Burgthann;8001297
FBNG;Burg-u. Nieder Gemünden;8000061
TBUW;Burgweiler;8001281
HBUR;Burhafe(Ostfriesl);8001301
DBWD;Burkhardswalde-Maxen;8011298
DBUF;Burkhardtsdorf;8011299
DBUM;Burkhardtsdorf Mitte;8011303
RBBN;Burkheim-Bischoffingen;8007289
TBLD;Burladingen;8007226
TBLW;Burladingen West;8070022
LBOW;Buschow;8011302
RBUS;Busenbach;8007000
SBNS;Busenberg-Schindhard;8079118
NBT;Buttenheim;8001310
UBU;Buttstädt;8011304
FBZ;Butzbach;8001312
ABX;Buxtehude;8001315
ACD;Cadenberge;8001316
NCA;Cadolzburg;8001317
DCDF;Cainsdorf;8011305
BC;Calau(Nl);8010069
LCBO;Calbe(Saale) Ost;8010070
LCBS;Calbe(Saale) Stadt;8011323
LCBW;Calbe(Saale) West;8010071
HCAL;Calberlah;8001318
FCLD;Caldern;8001319
TCA;Calmbach Bahnhof;8001320
TCAS;Calmbach Süd;8070280
TCW;Calw;8000063
UCB;Camburg(Saale);8013474
WCA;Cammin(Meckl);8011307
ECP;Capelle(Westf);8001323
BSIS;Caputh Schwielowsee;8012957
BCAP;Caputh-Geltow;8011308
WCW;Casekow;8011311
ECA;Castrop-Rauxel Hbf;8001327
ECAS;Castrop-Rauxel Süd;8001328
ECME;Castrop-Rauxel-Merklinde;8001329
HC;Celle;8000064
NCH;Cham(Oberpf);8001330
NCHA;Chamerau;8001331
DCACC;Chemnitz Alt Chemnitz Center;8017400
DCACE;Chemnitz Erdmannsdorfer Straße;8017402
DCE;Chemnitz Erfenschlag;8011975
DC  F;Chemnitz Friedrichstraße;8071174
DCS G;Chemnitz Gustav-Freytag-Straße;8017403
DC;Chemnitz Hbf;8010184
DC  O;Chemnitz Hbf (Bahnhofstraße);8071738
DCKI;Chemnitz Kinderwaldstätte;8011970
DCM;Chemnitz Mitte;8011971
DC  M;Chemnitz Moritzhof;8017407
DCOM;Chemnitz Omnibusbahnhof;8089295
DCHAR;Chemnitz Riemenschneiderstraße;8017401
DCACR;Chemnitz Rösslerstraße;8017409
DC  R;Chemnitz Roter Turm;8017410
DCACS;Chemnitz Scheffelstraße;8017411
DCZWS;Chemnitz Schneeberger Straße;8017413
DCACA;Chemnitz Schule Altchemnitz;8017414
DC  B;Chemnitz Stefan-Heym-Platz;8071816
DCD;Chemnitz Süd;8010185
DC  T;Chemnitz Theaterplatz;8017416
DCACT;Chemnitz Treffurthstraße;8017417
DCACU;Chemnitz Uhlestraße;8017418
DC  Z;Chemnitz Zentralhaltestelle;8017419
DCAC;Chemnitz-Altchemnitz;8017420
DCBH;Chemnitz-Borna Hp;8011974
DCHA;Chemnitz-Harthau;8011977
DCHP;Chemnitz-Hilbersdorf;8013450
DCRE;Chemnitz-Reichenhain;8011978
DCC;Chemnitz-Schönau;8011979
DCSI;Chemnitz-Siegmar;8011980
WCOK;Chorin;8011314
ECOH;Clarholz;8001335
DCL;Clausnitz;8011315
HCLP;Cloppenburg;8001337
NC;Coburg;8001338
NCN;Coburg Nord;8001334
NCNS;Coburg-Neuses;8001339
SCOC;Cochem(Mosel);8001340
ECFS;Coesfeld Schulzentrum;8001343
ECMF;Coesfeld(Westf);8000066
FCOE;Cölbe;8000065
NRF;Collenberg;8005028
SCN;Contwig;8001341
HCOP;Coppenbrügge;8001342
BCO;Coschen;8011319
DCB;Cossebaude;8011320
LCW;Coswig(Anh);8011322
DCW;Coswig(b Dresden);8010072
BCS;Cottbus;8010073
BMZDN;Cottbus-Merzdorf;8012341
BCSO;Cottbus-Sandow;8011318
BWDF;Cottbus-Willmersdorf Nord;8081688
TC;Crailsheim;8000067
DCR;Cranzahl;8010074
NCR;Creidlitz;8001347
NCRE;Creußen(Oberfr);8001348
DCU;Crimmitschau;8011325
WCZ;Crivitz;8011326
UKS;Crossen a d Elster;8010196
UKSO;Crossen Ort;8011312
DCN;Cunnertswalde;8011331
UCF;Cursdorf;8011332
ACV;Cuxhaven;8001352
EDAD;Daaden;8007077
BDAB;Dabendorf;8011334
MDA;Dachau Bahnhof;8001354
MDAS;Dachau Stadt;8001355
UDA;Dachrieden;8011335
UDW;Dachwig;8011336
ADBK;Dagebüll Kirche;8077770
ADM;Dagebüll Mole;8007769
EDHL;Dahl;8001357
EDAB;Dahlbruch;8001358
KDAM;Dahlem(Eifel);8001359
LDA;Dahlen(Sachs);8011339
ADL;Dahlenburg;8001360
EDAK;Dahlerbrück;8001362
BDT;Dahlewitz;8011340
SDA;Dahn;8079085
SDAS;Dahn Süd;8079081
KDAL;Dalheim;8001365
RDL;Dallau;8001366
BDL;Dallgow-Döberitz;8080260
ADB;Dannenberg Ost;8001372
WDWE;Dannenwalde(Gransee);8011344
MDAR;Darching;8001373
LDAR;Darlingerode;8011346
FD;Darmstadt Hbf;8000068
FDN;Darmstadt Nord;8001375
FDO;Darmstadt Ost;8001376
FDS;Darmstadt Süd;8001377
FDAL;Darmstadt TU-Lichtwiese;8001386
FDA;Darmstadt-Arheilgen;8001378
FDE;Darmstadt-Eberstadt;8001379
FDK;Darmstadt-Kranichstein;8001380
FWX;Darmstadt-Wixhausen;8006528
MDAG;Dasing;8001382
KDAT;Dattenfeld(Sieg);8001384
ADH;Dauenhof;8001387
SDF;Daufenbach;8001388
FDSU;Dausenau;8001389
EDVB;Davensberg;8001390
HDEH;Dedenhausen;8001392
HDED;Dedensen-Gümmer;8001393
EDED;Dedinghausen;8001394
ADZB;Deezbüll;8079022
NDG;Deggendorf Hbf;8001397
RDM;Deidesheim;8001399
NDE;Deining(Oberpf);8001400
ADS;Deinste;8070349
MDS;Deisenhofen;8001404
TDLM;Deißlingen Mitte;8001405
LDLO;Delitzsch ob Bf;8080280
LDL;Delitzsch unt Bf;8010076
SDE;Dellfeld;8001406
SDEO;Dellfeld Ort;8001407
HD;Delmenhorst;8000070
DDT;Demitz-Thumitz;8011354
LDK;Demker;8011355
WDM;Demmin;8011356
SDBO;Densborn;8001414
RDZ;Denzlingen;8001415
KDEK;Derkum;8001416
KDEA;Dernau;8001417
KDEB;Dernbach(Westerw);8001418
HDBG;Derneburg(Han);8000071
LDAD;Dessau Adria;8011362
LD;Dessau Hbf;8010077
LDS;Dessau Süd;8011361
LDAL;Dessau-Alten;8011363
LDMO;Dessau-Mosigkau;8011364
LDWA;Dessau-Waldersee;8070259
EDTM;Detmold;8001420
NDEB;Dettelbach Bahnhof;8001421
TDH;Dettenhausen;8085015
TDTUF;Dettingen Freibad;8001424
TDTUG;Dettingen Gsaidt;8001426
TDTUL;Dettingen Lehen;8001422
FDET;Dettingen(Main);8001427
TDT;Dettingen(Teck);8001428
TDTU;Dettingen-Mitte;8070679
HDEM;Dettum;8001429
LDB;Deuben(Zeitz);8010078
NDN;Deuerling;8001430
EDEU;Deuten;8001432
LDTZ;Deutzen;8011371
NDIE;Diebach;8001435
FDI;Dieburg;8000362
RBTD;Diedelsheim;8070012
MDID;Diedorf(Schwab);8001439
FDHM;Dienheim;8001448
HDIP;Diepholz;8001443
KDI;Dieringhausen;8000363
LDI;Dieskau;8011376
MDIN;Dießen;8001447
NDT;Dietersheim;8001450
MDRD;Dietmannsried;8001454
RDB;Dietzelbach;8007335
FDZ;Dietzenbach Bahnhof;8001456
FDZM;Dietzenbach Mitte;8001455
FDZS;Dietzenbach-Steinberg;8001459
UDN;Dietzhausen;8011378
FDIZ;Diez;8001457
FDIO;Diez Ost;8001458
FDBT;Dillbrecht;8001460
FDIL;Dillenburg;8000074
MDIL;Dillingen(Donau);8001463
SDL;Dillingen(Saar);8000075
EDGD;Dingden;8001465
MDIF;Dingolfing;8001466
MDKB;Dinkelsbühl Bf;8070352
MDKS;Dinkelscherben;8001468
EDIN;Dinslaken;8001469
DDP;Dippoldiswalde;8011382
SDIR;Dirmingen;8001470
HDBR;Dissen-Bad Rothenfelde;8001471
TDIH;Distelhausen;8001472
LDT;Ditfurt;8011383
DDIF;Dittersbach;8011385
DDF;Dittersdorf;8011386
TDM;Dittigheim;8001474
TDI;Ditzingen;8001476
DDE;Döbeln Hbf;8010080
LDO;Döberitz;8011390
BDKO;Doberlug-Kirchhain;8010079
LDOB;Doberschütz;8011387
LDF;Dodendorf;8011388
AKTKD;Dodenhof;8007148
RDRN;Dogern;8001491
RDGN;Döggingen;8001480
NDAU;Döhlau;8001481
DDO;Dohna(Sachs);8011398
HDOG;Dollbergen;8001492
ADR;Dollern;8001493
MDO;Dollnstein;8001495
UDST;Döllstädt;8010081
NDB;Dombühl;8000365
LDN;Domnitz(Saalkr);8011402
WDS;Domsühl;8011403
RDO;Donaueschingen;8000077
RDOA;Donaueschingen Allmendshofen;8001479
RDOF;Donaueschingen Aufen;8001482
RDOG;Donaueschingen Grüningen;8001483
RDOM;Donaueschingen Mitte/Siedlung;8001485
MDT;Donauwörth;8000078
WMK;Dorf Mecklenburg;8012321
DDCH;Dorfchemnitz;8011405
MDFN;Dorfen Bahnhof;8001499
NDOE;Dörfles-Esbach;8001484
HDMK;Dorfmark;8001502
NDP;Dorfprozelten;8001503
FDH;Dorheim(Wetterau);8001504
KDO;Dormagen;8001506
KDBWN;Dormagen Chempark;8001507
UDG;Dornburg(Saale);8011406
TDS;Dornstetten;8001512
HDOP;Dörpen;8001486
UDOE;Dörrberg;8011397
EDRN;Dorsten;8006709
FDW;Dortelweil;8001514
EDO N;Dortmund Hbf;8000080
EDKK;Dortmund Knappschaftskrankenhaus;8001517
EDMB;Dortmund Möllerbrücke;8001518
EDWH;Dortmund Signal Iduna Park;8001522
EDST;Dortmund Stadthaus;8001520
EDTP;Dortmund Tierpark;8001521
EDUV;Dortmund Universität;8004419
EDW;Dortmund West;8003946
EDAP;Dortmund-Aplerbeck;8001523
EDAU;Dortmund-Aplerbeck Süd;8001524
EDAM;Dortmund-Asseln Mitte;8001526
EDBA;Dortmund-Barop;8001527
EDBH;Dortmund-Bövinghausen;8001528
EDBK;Dortmund-Brackel;8001529
EDD;Dortmund-Derne;8001530
EDDP;Dortmund-Dorstfeld;8000081
EDDS;Dortmund-Dorstfeld Süd;8004230
EDGM;Dortmund-Germania;8001540
EDH;Dortmund-Hörde;8000961
EDOH;Dortmund-Huckarde;8001505
EDHU;Dortmund-Huckarde Nord;8001532
EDKD;Dortmund-Kirchderne;8001533
EDKH;Dortmund-Kirchhörde;8001534
EDK;Dortmund-Kley;8004269
EDKO;Dortmund-Körne;8001535
EDWK;Dortmund-Körne West;8003916
EDKR;Dortmund-Kruckel;8001536
EDKU;Dortmund-Kurl;8001537
EDLH;Dortmund-Löttringhausen;8001538
EDLS;Dortmund-Lütgendortmund;8001516
EDLN;Dortmund-Lütgendortmund Nord;8001539
EDMR;Dortmund-Marten;8001541
EDMS;Dortmund-Marten Süd;8001542
EDMG;Dortmund-Mengede;8001543
EDOO;Dortmund-Nette/Oestrich;8001519
EDOP;Dortmund-Oespel;8004288
EDRA;Dortmund-Rahm;8001544
EDSH;Dortmund-Scharnhorst;8001515
EDSO;Dortmund-Sölde;8001545
EDSM;Dortmund-Somborn;8001549
EDOF;Dortmund-Westerfilde;8001525
EDWI;Dortmund-Wickede;8001546
EDWW;Dortmund-Wickede West;8003936
EDOL;Dortmund-Wischlingen;8001531
ADO;Dorum(Weserm);8001547
HDVD;Dörverden;8001489
WDOW;Dossow(Prign);8011408
NDM;Dottenheim;8001548
TDOD;Dotternhausen-Dormettingen;8029358
BDF;Drahnsdorf;8011409
LDRG;Drahtzug;8017005
BDR;Drebkau;8011414
LDAH;Drei Annen Hohne;8017006
FBUSS;Dreieich-Buchschlag;8001236
FDCH;Dreieich-Dreieichenhain;8001554
FGOZ;Dreieich-Götzenhain;8002315
FOFF;Dreieich-Offenthal;8004653
FSPO;Dreieich-Sprendlingen;8005636
FWED;Dreieich-Weibelfeld;8079151
FOHS;Dreikirchen;8004538
LDD;Dreileben-Drackenstedt;8011415
EDRS;Drensteinfurt;8001558
DBPL;Dresden Bischofsplatz;8011416
DKTF;Dresden Flughafen;8011399
DHFR;Dresden Freiberger Straße;8011431
DGRS;Dresden Grenzstraße;8011417
DH;Dresden Hbf;8010085
DIG;Dresden Industriegelände;8011418
DM;Dresden Mitte;8013444
DCT;Dresden-Cotta;8011419
DD;Dresden-Dobritz;8011420
DF;Dresden-Friedrichstadt;8013475
DKE;Dresden-Kemnitz;8011421
DKT;Dresden-Klotzsche;8010088
DN;Dresden-Neustadt;8010089
DNSH;Dresden-Niedersedlitz;8011422
DPS;Dresden-Pieschen;8011423
DPL;Dresden-Plauen;8013476
DRK;Dresden-Reick;8011424
DSTT;Dresden-Stetzsch;8011425
DSTH;Dresden-Strehlen;8011426
DTR;Dresden-Trachau;8011427
DZSW;Dresden-Zschachwitz;8011428
HDRY;Dreye;8001561
LDM;Drohndorf-Mehringen;8011433
WDU;Ducherow;8011438
KDUK;Duckterath;8001566
SDUW;Dudweiler;8001570
KDUL;Dülken;8001571
EDULH;Dülmen;8000083
KDN P;Düren;8000084
KDNS;Düren Annakirmesplatz;8007818
KDNG;Düren Im Großen Tal;8007836
KDNR;Düren Renkerstraße;8007832
KKBR;Düren-Kuhbrücke;8007833
KLED;Düren-Lendersdorf;8007819
RDBG;Dürrenbüchig;8001576
NDW;Dürrenwaid Bahnhof;8070805
MDHR;Dürrnhaar;8001578
DRR;Dürrröhrsdorf;8010091
KDFFH;Düsseldorf Flughafen;8000082
KDF;Düsseldorf Flughafen Terminal;8001580
KDFS;Düsseldorf Friedrichstadt;8001579
KD;Düsseldorf Hbf;8000085
KDVS;Düsseldorf Völklinger Str.;8001603
KDV;Düsseldorf Volksgarten;8001581
KDW;Düsseldorf Wehrhahn;8001582
KDBE;Düsseldorf-Benrath;8001584
KDBH;Düsseldorf-Bilk;8001585
KDDH;Düsseldorf-Derendorf;8001586
KDE;Düsseldorf-Eller;8001587
KDEM;Düsseldorf-Eller Mitte;8001308
KDES;Düsseldorf-Eller Süd;8001588
KDFL;Düsseldorf-Flingern;8001598
KDGA;Düsseldorf-Garath;8001589
KDGE;Düsseldorf-Gerresheim;8001590
KDHA;Düsseldorf-Hamm;8001597
KDHL;Düsseldorf-Hellerhof;8004920
KDOB;Düsseldorf-Oberbilk;8001591
KDR;Düsseldorf-Rath;8001592
KDRM;Düsseldorf-Rath Mitte;8001593
KDRH;Düsseldorf-Reisholz;8001594
KDU;Düsseldorf-Unterrath;8001595
KDZ;Düsseldorf-Zoo;8001583
WDT;Dütschow;8011442
EDWDE;Duisburg Entenfang;8005272
EDG;Duisburg Hbf;8000086
EDBI;Duisburg-Bissingheim;8001599
EDBU;Duisburg-Buchholz;8001600
EDGR;Duisburg-Großenbaum;8001602
EDHD;Duisburg-Hochfeld Süd;8001605
EDMO;Duisburg-Meiderich Ost;8001607
EDME;Duisburg-Meiderich Süd;8000367
EDOM;Duisburg-Obermeiderich;8001608
EDRM;Duisburg-Rahm;8001609
EDRU;Duisburg-Ruhrort;8001611
EDSL;Duisburg-Schlenk;8001596
EDWD;Duisburg-Wedau;8001612
MDUH;Durach;8001614
RDRM;Durmersheim;8001616
RDUN;Durmersheim Nord;8070170
TDU;Dußlingen;8001617
FDTH;Dutenhofen(Wetzlar);8001618
NEE;Ebelsbach-Eltmann;8001619
NEBH;Ebenhausen(Unterfr);8001620
MEBS;Ebenhausen-Schäftlarn;8001621
MEBH;Ebenhofen;8001622
NED;Ebensfeld;8001623
REA;Eberbach;8000369
NEBM;Ebermannstadt;8001627
MEBM;Ebermergen;8001628
NEB;Ebern;8001629
TEC;Ebersbach(Fils);8001632
DEB;Ebersbach(Sachs);8010092
MEG;Ebersberg(Oberbay);8001634
DEBR;Ebersbrunn;8011446
NEC;Ebersdorf(b Coburg);8001636
WE;Eberswalde Hbf;8010093
RET;Ebertsheim;8001638
NEG;Ebing;8001640
REBR;Ebringen;8001643
HEBS;Ebstorf(Uelzen);8001645
AECH;Echem;8001646
MEC;Eching;8001647
TETD;Echterdingen;8001650
FEZL;Echzell;8001648
UEK;Eckardtsleben;8011449
UEC;Eckartsberga(Thür);8011450
TEI;Eckartshausen-Ilshofen;8001651
AEC;Eckernförde;8001654
NEMN;Eckersmühlen;8001655
